source,prediction,reference,chrf,bertscore_f1,rouge1,rougeL,meteor
Samsung tablets പ്രശ്നങ്ങൾക്ക് ശേഷം വാങ്ങി so far like it apps എല്ലാം available ആണ് previous tablets കാൾ slow ആണ് അതുകൊണ്ട് 4 stars,"Bought the Samsung tablet after some issues; so far I like it. All apps are available, but it is slower than previous tablets, so 4 stars.",I go this tablet after problems with 2 Samsung tablets. so far like it. all apps I use available. A little slower than previous tablets that is the only reason for the 4 stars,50.16611030734068,0.9284355044364929,0.6333333333333334,0.5,0.4914529914529915
"ഇത് use ചെയ്യാൻ easiest tablet ആയിരുന്നു. ഞാൻ അതിൽ ഏകദേശം 5 എണ്ണം വാങ്ങി, അത് traveling ന് good ആയിരുന്നു.","This was the easiest tablet to use. I bought about 5 of them, and it was great for traveling.",It was the easiest tablet to use. I bought about 5 of them and it was good for traveling.,84.51666968675634,0.9906994700431824,0.8947368421052632,0.8947368421052632,0.898701605597931
"Christmas ന് husband നു വാങ്ങി, very happy, son നു കൂടി വാങ്ങി, no issues, expectations meet ചെയ്തു, worth money, great deal.","Bought it for my husband for Christmas; he is very happy. Bought one for my son too — no issues, met expectations, worth the money, great deal.",Bought this for my husband at Christmas. He is VERY happy with it and It keeps him out of my hair. Bought one for our young son too. Now i can breathe. LOL. We've had no issues with them and has more than met our expectations. Well worth the money & a VERY good deal!,36.73997352843071,0.9247307777404785,0.5925925925925927,0.5432098765432098,0.361439842209073
"kids ന് great ആണ്, games books plenty ഉണ്ട്.",Great for kids; there are plenty of games and books.,Great for kids. Lots of games and books for kids..,57.89817460456855,0.9576664566993713,0.7,0.7,0.625
"എന്റെ teenage son (17) വേണ്ടി ഇത് വാങ്ങി, iPhone 7+ ൽ media നോക്കുന്നതിൽ നിന്ന് eyes neck rest നൽകാൻ. അവൻ ഇത് totally loved ചെയ്തു.",Bought this for my teenage son (17) to give his eyes and neck a rest from watching media on his iPhone 7+. He totally loved it.,Got this for my teenage son (17) so that he could give his eyes and neck a rest from looking at media on his iPhone 7+ He totally loved it!,73.35829175830872,0.9756121039390564,0.8214285714285715,0.8214285714285715,0.7629602446483181
"great little device ആണ്, cable cut ചെയ്യാനുള്ള സമയം. setup ഉം program ചെയ്യാനും easy ആണ്",It is a great little device — time to cut the cable. Easy to set up and program.,Great little device. Time to cut the cable. Easy to set up and program.,88.39363156743929,0.9699923992156982,0.9032258064516129,0.9032258064516129,0.9239523121387282
"reading വേണ്ടി tablet replace ചെയ്യാൻ വാങ്ങി, purchase ചെയ്തത് സന്തോഷം, exactly want ചെയ്തതു ചെയ്യുന്നു, bright sun ലും","Bought it to replace a tablet for reading; happy with the purchase. It does exactly what I wanted, even in bright sunlight.",I was looking for a replacement to a different tablet that I used only for reading. I am glad that I purchased this -- it does exactly what i want...even in the bright sun.,42.11449948278718,0.9368838667869568,0.5,0.46428571428571425,0.49826766304347825
"So far so good, ഞാൻ ഈ tablet ഉം അതിന്റെ durability ഉം absolutely love ചെയ്യുന്നു. price ന് neat features and abilities ഉണ്ട്",So far so good — I absolutely love this tablet and its durability. It has neat features and abilities for the price.,So far so good I am absolutely loving this tablet and its durability . neat features and abilities for the price!,84.03387569049977,0.965377688407898,0.8780487804878048,0.8780487804878048,0.8938626126126127
"എന്റെ daughter നായി Kindle വാങ്ങി, years ആയി വാങ്ങിയ നാലാമത്തേതാണ്, ഓരോ കുട്ടിക്കും ഒന്ന്, great product ആണ്","Bought a Kindle for my daughter — it is the fourth one I have bought over the years, one for each child. Great product.","Bought the Kindle for my daughter. It's the 4th we have bought over the years, one for each child. Great product",78.8529334213857,0.978719174861908,0.8,0.8,0.8520267611176704
reviews വായിച്ച് വാങ്ങി preloaded apps remove ചെയ്യേണ്ടി വരും എന്ന് അറിഞ്ഞു. 7 year old daughter ന് വാങ്ങിയത് perfect ആണ് case ഉം protection ഉം ഉണ്ട്,Bought it after reading reviews and knowing I would need to remove preloaded apps. It is perfect for my 7-year-old daughter and comes with a case and protection.,"I read the reviews before purchasing this so I went into it knowing there will be apps pre-loaded that I will have to remove. That being said, I purchased this for my 7yo daughter and it is perfect for the purpose considering it includes the case and no-hassle protection guarantee.",32.383069143901864,0.924035906791687,0.41463414634146345,0.29268292682926833,0.311267258382643
