source,prediction,reference,chrf,bertscore_f1,rouge1,rougeL,meteor
Samsung tablets പ്രശ്നങ്ങൾക്ക് ശേഷം വാങ്ങി so far like it apps എല്ലാം available ആണ് previous tablets കാൾ slow ആണ് അതുകൊണ്ട് 4 stars,"Bought this after having problems with Samsung tablets. So far I like it — all the apps are available, but it is slower than my previous tablets, so I give it 4 stars.",I go this tablet after problems with 2 Samsung tablets. so far like it. all apps I use available. A little slower than previous tablets that is the only reason for the 4 stars,51.77791316861388,0.9319095611572266,0.696969696969697,0.5757575757575757,0.5027027027027027
"ഇത് use ചെയ്യാൻ easiest tablet ആയിരുന്നു. ഞാൻ അതിൽ ഏകദേശം 5 എണ്ണം വാങ്ങി, അത് traveling ന് good ആയിരുന്നു.","This was the easiest tablet to use. I bought about 5 of them, and it was great for traveling.",It was the easiest tablet to use. I bought about 5 of them and it was good for traveling.,84.51666968675634,0.9906994700431824,0.8947368421052632,0.8947368421052632,0.898701605597931
"Christmas ന് husband നു വാങ്ങി, very happy, son നു കൂടി വാങ്ങി, no issues, expectations meet ചെയ്തു, worth money, great deal.","Bought it for my husband for Christmas. He is very happy with it. I also bought one for my son. No issues — it met expectations, is worth the money, and is a great deal.",Bought this for my husband at Christmas. He is VERY happy with it and It keeps him out of my hair. Bought one for our young son too. Now i can breathe. LOL. We've had no issues with them and has more than met our expectations. Well worth the money & a VERY good deal!,40.49467415174715,0.931024968624115,0.6292134831460674,0.5393258426966292,0.3941251631143975
"kids ന് great ആണ്, games books plenty ഉണ്ട്.",It is great for kids. There are plenty of games and books available.,Great for kids. Lots of games and books for kids..,54.65795463496398,0.9491868615150452,0.608695652173913,0.608695652173913,0.6097560975609756
"എന്റെ teenage son (17) വേണ്ടി ഇത് വാങ്ങി, iPhone 7+ ൽ media നോക്കുന്നതിൽ നിന്ന് eyes neck rest നൽകാൻ. അവൻ ഇത് totally loved ചെയ്തു.",I bought this for my teenage son (17) to give his eyes and neck a rest from watching media on his iPhone 7+. He totally loved it.,Got this for my teenage son (17) so that he could give his eyes and neck a rest from looking at media on his iPhone 7+ He totally loved it!,73.2202302833876,0.97567218542099,0.8070175438596491,0.8070175438596491,0.7606341463414633
"great little device ആണ്, cable cut ചെയ്യാനുള്ള സമയം. setup ഉം program ചെയ്യാനും easy ആണ്",It is a great little device — time to cut the cable. It is easy to set up and program.,Great little device. Time to cut the cable. Easy to set up and program.,80.95738026232345,0.9623804092407227,0.8484848484848484,0.8484848484848484,0.9112723214285714
"reading വേണ്ടി tablet replace ചെയ്യാൻ വാങ്ങി, purchase ചെയ്തത് സന്തോഷം, exactly want ചെയ്തതു ചെയ്യുന്നു, bright sun ലും","I bought it to replace a tablet for reading. I am happy with the purchase. It does exactly what I wanted, even in bright sunlight.",I was looking for a replacement to a different tablet that I used only for reading. I am glad that I purchased this -- it does exactly what i want...even in the bright sun.,44.93534186649561,0.9458595514297485,0.576271186440678,0.5423728813559322,0.5500384695733698
"So far so good, ഞാൻ ഈ tablet ഉം അതിന്റെ durability ഉം absolutely love ചെയ്യുന്നു. price ന് neat features and abilities ഉണ്ട്",So far so good. I absolutely love this tablet and its durability. It has neat features and abilities for the price.,So far so good I am absolutely loving this tablet and its durability . neat features and abilities for the price!,84.03387569049977,0.9694726467132568,0.8780487804878048,0.8780487804878048,0.8938626126126127
"എന്റെ daughter നായി Kindle വാങ്ങി, years ആയി വാങ്ങിയ നാലാമത്തേതാണ്, ഓരോ കുട്ടിക്കും ഒന്ന്, great product ആണ്",I bought this Kindle for my daughter. It is the fourth one I have bought over the years — one for each of my kids. It is a great product.,"Bought the Kindle for my daughter. It's the 4th we have bought over the years, one for each child. Great product",67.2113977372172,0.9672095775604248,0.6666666666666667,0.6666666666666667,0.7554623916750163
reviews വായിച്ച് വാങ്ങി preloaded apps remove ചെയ്യേണ്ടി വരും എന്ന് അറിഞ്ഞു. 7 year old daughter ന് വാങ്ങിയത് perfect ആണ് case ഉം protection ഉം ഉണ്ട്,I bought this after reading reviews and knowing I would have to remove some preloaded apps. It is perfect for my 7-year-old daughter and comes with a case for protection.,"I read the reviews before purchasing this so I went into it knowing there will be apps pre-loaded that I will have to remove. That being said, I purchased this for my 7yo daughter and it is perfect for the purpose considering it includes the case and no-hassle protection guarantee.",33.89232355386166,0.9270321130752563,0.4761904761904762,0.30952380952380953,0.32449927765253794
